Date,Patient Residence,geolocation,State,Naloxone Prescription Count,"Naloxone Rate per 1,000 Residents",Opiate Agonist Prescription Count,"Opiate Agonist Rate per 1,000 Residents",Opiate Partial Agonist Prescription Count,"Opiate Partial Agonist Rate per 1,000 Residents",Benzodiazepine Prescription Count,"Benzodiazepine Rate per 1,000 Residents",Stimulant Prescription Count,"Stimulant Rate per 1,000 Residents",Gabapentin Prescription Count,"Gabapentin Rate per 1,000 Residents"
2023 Quarter 3,Mansfield,POINT (-72.24121 41.80102),CT,24,0.75,965,30.2,190,5.95,1122,35.12,1040,32.55,658,20.6
2023 Quarter 1,Washington,POINT (-73.31101 41.63097),CT,4,1.1,308,84.78,8,2.2,276,75.97,275,75.7,175,48.17
2023 Quarter 4,Wilton,POINT (-73.42747 41.19085),CT,8,0.43,992,53.75,65,3.52,1435,77.75,2092,113.34,667,36.14
2023 Quarter 3,Bethany,POINT (-73.00346 41.42245),CT,11,2.08,473,89.63,68,12.89,465,88.12,595,112.75,281,53.25
2023 Quarter 1,Norwalk,POINT (-73.40765 41.11366),CT,51,0.56,5492,60.22,579,6.35,6125,67.16,5581,61.2,3834,42.04
2023 Quarter 3,Colebrook,POINT (-73.11155 42.0129),CT,0,0,136,99.34,16,11.69,121,88.39,57,41.64,89,65.01
2023 Quarter 2,Oxford,POINT (-73.12356 41.43916),CT,15,1.17,1356,106.2,186,14.57,1222,95.71,1114,87.25,625,48.95
2024 Quarter 1,Woodbury,POINT (-73.20877 41.54365),CT,6,0.61,813,82.94,86,8.77,905,92.33,912,93.04,474,48.36
2024 Quarter 1,Avon,POINT (-72.83009 41.81094),CT,7,0.37,1094,57.97,100,5.3,1671,88.55,1831,97.03,782,41.44
2024 Quarter 2,Guilford,POINT (-72.68142 41.28424),CT,24,1.09,2071,94.06,343,15.58,2694,122.35,2535,115.13,1176,53.41
2023 Quarter 4,Lisbon,POINT (-72.01016 41.60741),CT,3,0.71,422,99.48,109,25.7,480,113.15,390,91.94,225,53.04
2022 Quarter 2,Stafford,POINT (-72.28626 41.98679),CT,6,0.52,1257,109.69,243,21.2,1049,91.54,775,67.63,708,61.78
2022 Quarter 2,New Hartford,POINT (-72.98018 41.87938),CT,5,0.75,651,97.87,132,19.84,684,102.83,534,80.28,378,56.83
2023 Quarter 3,Plainville,POINT (-72.86727 41.6698),CT,16,0.92,1915,109.56,474,27.12,1873,107.16,1554,88.91,1126,64.42
2023 Quarter 2,Brookfield,POINT (-73.39836 41.46765),CT,17,0.97,1480,84.66,128,7.32,1504,86.03,1810,103.54,711,40.67
2022 Quarter 3,Bolton,POINT (-72.44233 41.79117),CT,2,0.42,500,103.76,51,10.58,447,92.76,347,72.01,245,50.84
2024 Quarter 2,Essex,POINT (-72.39087 41.35324),CT,2,0.29,484,71.25,165,24.29,777,114.38,598,88.03,405,59.62
2023 Quarter 3,Wilton,POINT (-73.42747 41.19085),CT,9,0.49,900,48.76,59,3.2,1388,75.2,2072,112.26,577,31.26
2022 Quarter 1,Colebrook,POINT (-73.11155 42.0129),CT,2,1.47,144,105.88,10,7.35,112,82.35,96,70.59,85,62.5
2024 Quarter 2,Westbrook,POINT (-72.44255 41.28353),CT,7,1.02,676,98.54,158,23.03,899,131.05,866,126.24,462,67.35
2025 Quarter 1,Old Saybrook,POINT (-72.37706 41.29725),CT,11,1.04,940,88.92,211,19.96,1302,123.17,1277,120.8,662,62.62
2022 Quarter 1,East Granby,POINT (-72.7294 41.94359),CT,0,0,136,26.06,21,4.02,109,20.89,126,24.15,79,15.14
2023 Quarter 4,Darien,POINT (-73.47714 41.0696),CT,3,0.14,840,38.31,63,2.87,1714,78.17,2750,125.42,627,28.6
2022 Quarter 4,New Hartford,POINT (-72.98018 41.87938),CT,4,0.6,644,96.58,115,17.25,717,107.53,586,87.88,586,87.88
2025 Quarter 1,Roxbury,POINT (-73.31102 41.56218),CT,0,0,163,70.96,3,1.31,176,76.62,147,64,99,43.1
2022 Quarter 1,Wilton,POINT (-73.42747 41.19085),CT,2,0.11,930,50.37,68,3.68,1333,72.19,2017,109.23,583,31.57
2024 Quarter 1,Waterbury,POINT (-73.04647 41.5549),CT,185,1.61,11418,99.27,2283,19.85,8023,69.76,5571,48.44,6729,58.5
2024 Quarter 3,Hamden,POINT (-72.90159 41.38428),CT,95,1.58,4772,79.51,881,14.68,4476,74.58,3723,62.04,2987,49.77
2023 Quarter 1,Union,POINT (-72.15536 41.99378),CT,0,0,48,61.46,0,0,22,28.17,38,48.66,45,57.62
2022 Quarter 4,Goshen,POINT (-73.23131 41.83122),CT,2,0.63,252,79.62,48,15.17,311,98.26,228,72.04,228,72.04
2024 Quarter 2,Vernon,POINT (-72.44806 41.86753),CT,28,0.91,3563,116.34,746,24.36,3691,120.52,2645,86.37,2364,77.19
2022 Quarter 3,Goshen,POINT (-73.23131 41.83122),CT,2,0.63,231,72.99,55,17.38,315,99.53,241,76.15,172,54.34
2024 Quarter 1,Sterling,POINT (-71.82867 41.70749),CT,1,0.28,334,92.19,114,31.47,298,82.25,446,123.1,210,57.96
2022 Quarter 2,Somers,POINT (-72.44013 41.98825),CT,6,0.59,863,84.16,193,18.82,928,90.5,738,71.97,436,42.52
2022 Quarter 1,Lebanon,POINT (-72.20098 41.64541),CT,103,14.42,833,116.63,228,31.92,685,95.91,565,79.11,550,77.01
2022 Quarter 3,Morris,POINT (-73.20025 41.68339),CT,3,1.33,217,96.06,41,18.15,277,122.62,138,61.09,168,74.37
2022 Quarter 2,Chaplin,POINT (-72.14367 41.75973),CT,5,2.34,245,114.43,50,23.35,196,91.55,173,80.8,172,80.34
2022 Quarter 3,Killingworth,POINT (-72.56592 41.35961),CT,5,0.8,557,88.86,129,20.58,701,111.84,589,93.97,365,58.23
2023 Quarter 1,Brookfield,POINT (-73.39836 41.46765),CT,20,1.14,1466,83.86,133,7.61,1541,88.15,1815,103.82,754,43.13
2022 Quarter 4,Seymour,POINT (-73.08051 41.39761),CT,22,1.32,2103,126.09,418,25.06,1614,96.77,1467,87.95,1467,87.95
2022 Quarter 3,New Hartford,POINT (-72.98018 41.87938),CT,4,0.6,695,104.23,106,15.9,706,105.88,560,83.98,394,59.09
2024 Quarter 3,Stamford,POINT (-73.54222 41.05195),CT,35,0.26,5848,42.93,811,5.95,8306,60.97,8935,65.59,4814,35.34
2022 Quarter 2,Orange,POINT (-73.00012 41.26807),CT,13,0.91,1341,94.07,162,11.36,1683,118.06,1082,75.9,584,40.97
2023 Quarter 1,Portland,POINT (-72.63703 41.57771),CT,41,4.33,920,97.23,232,24.52,1086,114.77,913,96.49,582,61.51
2022 Quarter 1,Canterbury,POINT (-71.9928 41.69798),CT,12,2.38,580,115.06,175,34.72,522,103.55,405,80.34,373,73.99
2024 Quarter 2,North Branford,POINT (-72.79389 41.33239),CT,12,0.89,1400,103.98,305,22.65,1618,120.17,1410,104.72,764,56.74
2025 Quarter 1,Scotland,POINT (-72.08296 41.69848),CT,0,0,65,41.19,10,6.34,49,31.05,54,34.22,29,18.38
2024 Quarter 1,Brooklyn,POINT (-71.94964 41.78716),CT,14,1.65,827,97.27,192,22.58,746,87.74,853,100.33,552,64.93
2022 Quarter 1,Stratford,POINT (-73.13308 41.19875),CT,72,1.38,5325,101.88,615,11.77,4941,94.54,3204,61.3,2111,40.39
2025 Quarter 1,Barkhamsted,POINT (-72.98828 41.91211),CT,0,0,401,109.06,27,7.34,337,91.65,417,113.41,316,85.94
2022 Quarter 1,Wolcott,POINT (-72.98422 41.57883),CT,16,0.99,1886,117.02,316,19.61,1883,116.83,1199,74.39,965,59.87
2023 Quarter 1,Thomaston,POINT (-73.07407 41.67348),CT,9,1.21,902,121.03,191,25.63,857,114.99,563,75.54,501,67.22
2025 Quarter 1,Old Lyme,POINT (-72.33425 41.32392),CT,5,0.65,741,96.28,175,22.74,902,117.2,1064,138.25,504,65.49
2023 Quarter 1,Glastonbury,POINT (-72.60499 41.71227),CT,18,0.51,2094,59.74,269,7.67,3069,87.55,3148,89.8,1410,40.22
2022 Quarter 1,Danbury,POINT (-73.45359 41.39268),CT,163,1.88,6106,70.53,659,7.61,5517,63.73,4994,57.69,3039,35.1
2023 Quarter 4,Granby,POINT (-72.78526 41.95258),CT,11,1,872,78.98,65,5.89,931,84.32,895,81.06,567,51.35
2024 Quarter 4,Weston,POINT (-73.38307 41.22438),CT,3,0.29,543,52.49,45,4.35,920,88.94,1747,168.89,332,32.1
2024 Quarter 4,Cheshire,POINT (-72.89911 41.51169),CT,17,0.58,1990,68.15,341,11.68,2363,80.92,2944,100.82,1680,57.53
2024 Quarter 2,East Haddam,POINT (-72.46388 41.45985),CT,9,1.01,1098,122.7,179,20,913,102.02,848,94.76,656,73.3
2022 Quarter 1,New Haven,POINT (-72.92432 41.30801),CT,421,3.14,11081,82.66,2444,18.23,7856,58.6,6215,46.36,6804,50.76
2024 Quarter 1,Ledyard,POINT (-72.01819 41.44541),CT,15,0.97,1334,86.31,237,15.33,1309,84.69,1974,127.72,850,54.99
2023 Quarter 2,Ledyard,POINT (-72.01819 41.44541),CT,16,1.04,1371,89.4,246,16.04,1408,91.81,1839,119.91,927,60.45
2022 Quarter 3,South Windsor,POINT (-72.56027 41.82628),CT,16,0.6,1938,72.4,231,8.63,2327,86.94,1842,68.82,1366,51.03
2024 Quarter 4,Meriden,POINT (-72.7981 41.53653),CT,114,1.9,6534,108.7,2178,36.23,5331,88.69,4439,73.85,4299,71.52
2022 Quarter 2,Haddam,POINT (-72.50472 41.47439),CT,10,1.18,749,88.65,127,15.03,733,86.76,749,88.65,441,52.2
2023 Quarter 2,Ashford,POINT (-72.189 41.86322),CT,8,1.91,388,92.69,34,8.12,358,85.52,395,94.36,277,66.17
2022 Quarter 4,Guilford,POINT (-72.68142 41.28424),CT,27,1.23,1942,88.15,332,15.07,2741,124.42,2344,106.4,2344,106.4
2022 Quarter 3,Voluntown,POINT (-71.86749 41.57275),CT,3,1.17,282,110.42,54,21.14,301,117.85,244,95.54,200,78.31
2023 Quarter 3,Brooklyn,POINT (-71.94964 41.78716),CT,15,1.76,761,89.51,184,21.64,754,88.69,770,90.57,587,69.04
2022 Quarter 2,Milford,POINT (-73.05721 41.2253),CT,70,1.35,6149,118.35,985,18.96,6535,125.78,4391,84.52,2605,50.14
2024 Quarter 3,Wallingford,POINT (-72.81835 41.45417),CT,64,1.46,4531,103.62,1177,26.92,4952,113.25,4158,95.09,3128,71.54
2024 Quarter 2,Middlefield,POINT (-72.71217 41.51513),CT,4,0.94,384,90.4,86,20.24,480,112.99,431,101.46,269,63.32
2022 Quarter 2,Colebrook,POINT (-73.11155 42.0129),CT,2,1.47,130,95.59,18,13.24,133,97.79,95,69.85,90,66.18
2022 Quarter 3,Chaplin,POINT (-72.14367 41.75973),CT,3,1.4,262,122.26,51,23.8,212,98.93,184,85.86,149,69.53
2024 Quarter 1,Branford,POINT (-72.81344 41.28321),CT,47,1.67,3330,118.3,618,21.96,4564,162.14,2996,106.44,1886,67
2022 Quarter 1,Harwinton,POINT (-73.06991 41.76965),CT,7,1.28,598,109.32,103,18.83,599,109.51,350,63.99,286,52.29
2024 Quarter 4,Hamden,POINT (-72.90159 41.38428),CT,89,1.48,4792,79.85,874,14.56,4508,75.12,3881,64.67,2871,47.84
2022 Quarter 4,Rocky Hill,POINT (-72.63901 41.66857),CT,13,0.63,1575,75.92,321,15.47,2072,99.87,1389,66.95,1389,66.95
2024 Quarter 4,Plainville,POINT (-72.86727 41.6698),CT,30,1.72,1893,108.23,532,30.42,1872,107.03,1726,98.68,1157,66.15
2023 Quarter 2,Darien,POINT (-73.47714 41.0696),CT,7,0.33,774,36,65,3.02,1663,77.35,2620,121.86,639,29.72
2023 Quarter 2,Bethany,POINT (-73.00346 41.42245),CT,13,2.46,467,88.31,69,13.05,467,88.31,577,109.11,288,54.46
2024 Quarter 2,Darien,POINT (-73.47714 41.0696),CT,4,0.18,804,36.67,59,2.69,1622,73.98,2873,131.03,630,28.73
2022 Quarter 3,Norfolk,POINT (-73.19827 41.99194),CT,1,0.63,160,100.82,26,16.38,168,105.86,111,69.94,86,54.19
2022 Quarter 1,Norfolk,POINT (-73.19827 41.99194),CT,1,0.63,142,89.59,28,17.67,159,100.32,91,57.41,73,46.06
2022 Quarter 2,Wilton,POINT (-73.42747 41.19085),CT,7,0.38,977,52.91,71,3.85,1365,73.92,2069,112.05,632,34.23
2023 Quarter 3,Windsor Locks,POINT (-72.62737 41.92862),CT,19,1.52,1329,106.01,260,20.74,1355,108.08,873,69.63,801,63.89
2024 Quarter 4,New Haven,POINT (-72.92432 41.30801),CT,428,3.16,10624,78.51,2998,22.16,7397,54.66,7899,58.37,7841,57.94
2024 Quarter 4,Columbia,POINT (-72.27429 41.71974),CT,5,0.95,475,90.17,98,18.6,617,117.12,633,120.16,335,63.59
2023 Quarter 4,Preston,POINT (-71.98967 41.52951),CT,3,0.62,513,105.99,92,19.01,531,109.71,603,124.59,281,58.06
2022 Quarter 4,Wethersfield,POINT (-72.66228 41.71109),CT,24,0.88,2040,75.21,337,12.42,2729,100.61,2004,73.88,2004,73.88
2024 Quarter 2,Woodbridge,POINT (-73.01207 41.35443),CT,8,0.88,547,60.44,87,9.61,725,80.1,969,107.06,410,45.3
2024 Quarter 1,Old Saybrook,POINT (-72.37706 41.29725),CT,14,1.33,1013,96.16,169,16.04,1341,127.29,1148,108.97,612,58.09
2025 Quarter 1,East Hampton,POINT (-72.50529 41.57999),CT,15,1.15,1168,89.92,246,18.94,1292,99.47,1512,116.41,792,60.97
2024 Quarter 3,South Windsor,POINT (-72.56027 41.82628),CT,12,0.45,1773,66.22,263,9.82,2135,79.74,2058,76.87,1329,49.64
2024 Quarter 2,Norwich,POINT (-72.07568 41.52676),CT,78,1.95,4135,103.35,1469,36.72,4155,103.85,4093,102.3,3417,85.41
2022 Quarter 4,Manchester,POINT (-72.52069 41.769),CT,56,0.94,5423,91.26,1158,19.49,5242,88.21,4031,67.83,4031,67.83
2022 Quarter 4,Bridgewater,POINT (-73.36584 41.53374),CT,0,0,138,83.23,11,6.63,146,88.06,153,92.28,153,92.28
2023 Quarter 1,West Haven,POINT (-72.94998 41.27228),CT,137,2.48,5543,100.25,1154,20.87,4934,89.23,2782,50.31,2821,51.02
2023 Quarter 2,East Windsor,POINT (-72.61661 41.92948),CT,9,0.81,627,56.18,108,9.68,584,52.33,347,31.09,367,32.88
2025 Quarter 1,Waterford,POINT (-72.13852 41.34593),CT,25,1.26,2225,112.21,370,18.66,2531,127.64,2813,141.86,1566,78.98
2023 Quarter 3,Vernon,POINT (-72.44806 41.86753),CT,39,1.27,3465,113.14,761,24.85,3644,118.99,2367,77.29,2363,77.16
2022 Quarter 3,Seymour,POINT (-73.08051 41.39761),CT,28,1.68,2103,126.09,437,26.2,1614,96.77,1412,84.66,1099,65.89
2024 Quarter 3,Voluntown,POINT (-71.86749 41.57275),CT,3,1.15,303,116,63,24.12,286,109.49,264,101.07,187,71.59
2024 Quarter 3,Norfolk,POINT (-73.19827 41.99194),CT,3,1.88,146,91.48,39,24.44,159,99.62,129,80.83,61,38.22
2025 Quarter 1,West Hartford,POINT (-72.74434 41.75922),CT,29,0.45,3310,51.74,503,7.86,5005,78.24,7288,113.93,2753,43.04
2022 Quarter 3,Westbrook,POINT (-72.44255 41.28353),CT,13,1.91,755,110.87,183,26.87,903,132.6,694,101.91,490,71.95
2023 Quarter 4,Colchester,POINT (-72.32694 41.5749),CT,20,1.28,2113,135.69,374,24.02,1837,117.97,1716,110.2,938,60.24
2024 Quarter 2,Sterling,POINT (-71.82867 41.70749),CT,3,0.83,302,83.36,126,34.78,278,76.73,448,123.65,199,54.93
2023 Quarter 3,Harwinton,POINT (-73.06991 41.76965),CT,10,1.8,544,97.81,93,16.72,514,92.41,449,80.73,339,60.95
2023 Quarter 3,Branford,POINT (-72.81344 41.28321),CT,55,1.95,3175,112.8,650,23.09,4578,162.64,2965,105.34,1985,70.52
2023 Quarter 1,Middlefield,POINT (-72.71217 41.51513),CT,7,1.64,403,94.29,104,24.33,481,112.54,390,91.25,269,62.94
2023 Quarter 1,Berlin,POINT (-72.74506 41.62316),CT,27,1.34,1788,88.9,378,18.79,2095,104.16,1473,73.24,1182,58.77
2023 Quarter 4,Bozrah,POINT (-72.15061 41.56752),CT,4,1.65,339,140.08,70,28.93,318,131.4,306,126.45,269,111.16
2024 Quarter 1,Granby,POINT (-72.78526 41.95258),CT,4,0.36,826,74.81,112,10.14,891,80.7,956,86.59,598,54.16
2022 Quarter 4,East Windsor,POINT (-72.61661 41.92948),CT,6,0.54,632,56.63,89,7.97,566,50.71,257,23.03,257,23.03
2023 Quarter 3,Prospect,POINT (-72.9779 41.50128),CT,9,0.95,1007,106.73,103,10.92,971,102.91,730,77.37,492,52.15
2023 Quarter 4,North Branford,POINT (-72.79389 41.33239),CT,22,1.63,1440,106.95,300,22.28,1614,119.88,1320,98.04,793,58.9
2024 Quarter 2,Preston,POINT (-71.98967 41.52951),CT,5,1.03,485,100.21,64,13.22,501,103.51,614,126.86,328,67.77
2024 Quarter 1,East Hampton,POINT (-72.50529 41.57999),CT,13,1,1242,95.83,229,17.67,1302,100.46,1285,99.15,562,43.36
2025 Quarter 1,Monroe,POINT (-73.20695 41.33185),CT,10,0.53,1363,72.38,183,9.72,1612,85.6,1965,104.35,788,41.85
2023 Quarter 4,Plainfield,POINT (-71.91829 41.68003),CT,28,1.85,2004,132.34,504,33.28,1853,122.37,1563,103.22,1070,70.66
2023 Quarter 1,Darien,POINT (-73.47714 41.0696),CT,9,0.42,811,37.72,63,2.93,1701,79.12,2535,117.91,621,28.88
2022 Quarter 3,Rocky Hill,POINT (-72.63901 41.66857),CT,16,0.77,1603,77.27,319,15.38,2049,98.77,1335,64.35,968,46.66
2024 Quarter 3,Fairfield,POINT (-73.22871 41.16636),CT,40,0.63,3921,61.81,420,6.62,5375,84.74,7028,110.79,2441,38.48
2024 Quarter 4,Farmington,POINT (-72.83774 41.71291),CT,19,0.71,1741,64.97,253,9.44,1987,74.15,2277,84.97,1146,42.76
2023 Quarter 1,Woodbridge,POINT (-73.01207 41.35443),CT,7,0.77,566,62.58,97,10.72,793,87.67,888,98.18,357,39.47
2022 Quarter 2,Westbrook,POINT (-72.44255 41.28353),CT,91,13.47,5739,849.34,1242,183.81,4892,723.99,2855,422.52,2571,380.49
2024 Quarter 2,Franklin,POINT (-72.14672 41.61149),CT,0,0,153,81.34,47,24.99,185,98.35,208,110.58,111,59.01
2023 Quarter 2,South Windsor,POINT (-72.56027 41.82628),CT,20,0.75,1871,69.9,257,9.6,2213,82.68,1907,71.24,1361,50.85
2023 Quarter 2,Woodbury,POINT (-73.20877 41.54365),CT,12,1.23,897,91.9,106,10.86,967,99.07,900,92.2,485,49.69
2022 Quarter 2,Redding,POINT (-73.38052 41.30402),CT,3,0.34,492,56.28,43,4.92,618,70.69,895,102.38,263,30.08
2022 Quarter 2,Granby,POINT (-72.78526 41.95258),CT,4,0.37,894,82.09,90,8.26,1018,93.47,910,83.56,562,51.6
2023 Quarter 3,New Haven,POINT (-72.92432 41.30801),CT,660,4.75,11207,80.68,2426,17.46,7294,52.51,6408,46.13,7625,54.89
2024 Quarter 1,Fairfield,POINT (-73.22871 41.16636),CT,35,0.56,3966,63.08,381,6.06,5215,82.95,6635,105.53,2254,35.85
2024 Quarter 1,Bethel,POINT (-73.39842 41.38578),CT,10,0.48,1969,95.19,181,8.75,1954,94.47,2181,105.44,974,47.09
2023 Quarter 4,Woodbury,POINT (-73.20877 41.54365),CT,7,0.71,828,84.47,103,10.51,924,94.27,936,95.49,489,49.89
2024 Quarter 4,Mansfield,POINT (-72.24121 41.80102),CT,16,0.63,1091,42.95,199,7.83,1163,45.79,1220,48.03,705,27.75
2022 Quarter 4,Bozrah,POINT (-72.15061 41.56752),CT,2,0.83,374,154.74,93,38.48,303,125.36,251,103.85,251,103.85
2024 Quarter 2,Ledyard,POINT (-72.01819 41.44541),CT,12,0.78,1384,89.54,232,15.01,1339,86.63,2076,134.32,870,56.29
2023 Quarter 1,Hebron,POINT (-72.35799 41.66031),CT,18,1.99,812,89.57,163,17.98,880,97.07,864,95.3,539,59.45
2022 Quarter 4,Ledyard,POINT (-72.01819 41.44541),CT,20,1.3,1363,88.88,233,15.19,1383,90.18,1738,113.33,1738,113.33
2023 Quarter 1,Canterbury,POINT (-71.9928 41.69798),CT,21,4.15,507,100.2,117,23.12,539,106.52,445,87.94,355,70.16
2023 Quarter 3,Madison,POINT (-72.59507 41.27973),CT,22,1.25,1220,69.46,221,12.58,1924,109.54,2204,125.48,944,53.74
2023 Quarter 4,Farmington,POINT (-72.83774 41.71291),CT,19,0.71,1883,70.45,265,9.91,2043,76.44,2113,79.06,1196,44.75
2024 Quarter 2,Canaan,POINT (-73.301162 41.965661),CT,0,0,61,56.43,10,9.25,84,77.71,100,92.51,50,46.25
2024 Quarter 4,Sharon,POINT (-73.47017 41.88513),CT,3,1.09,273,99.49,37,13.48,285,103.86,232,84.55,158,57.58
2023 Quarter 2,Columbia,POINT (-72.27429 41.71974),CT,6,1.14,507,96.65,95,18.11,601,114.56,511,97.41,348,66.34
2025 Quarter 1,South Windsor,POINT (-72.56027 41.82628),CT,15,0.56,1784,66.63,261,9.75,2120,79.18,2037,76.08,1305,48.74
2023 Quarter 3,South Windsor,POINT (-72.56027 41.82628),CT,18,0.67,1846,68.92,251,9.37,2115,78.97,1880,70.19,1425,53.21
2025 Quarter 1,Naugatuck,POINT (-73.05522 41.49087),CT,29,0.91,3410,107.17,720,22.63,2795,87.84,2491,78.28,1989,62.51
2024 Quarter 3,Lisbon,POINT (-72.01016 41.60741),CT,6,1.42,369,87.28,117,27.67,463,109.51,381,90.11,277,65.52
2025 Quarter 1,Lisbon,POINT (-72.01016 41.60741),CT,2,0.47,367,86.8,112,26.49,432,102.18,395,93.42,283,66.93
2023 Quarter 4,Naugatuck,POINT (-73.05522 41.49087),CT,51,1.61,3441,108.53,768,24.22,2862,90.27,2125,67.02,2070,65.29
2024 Quarter 3,Winchester,POINT (-73.06812 41.92118),CT,19,1.86,1426,139.31,334,32.63,1406,137.36,911,89,877,85.68
2024 Quarter 3,Middletown,POINT (-72.64977 41.56268),CT,213,4.44,4689,97.72,1707,35.57,4774,99.49,4196,87.45,3524,73.44
2023 Quarter 4,Manchester,POINT (-72.52069 41.769),CT,63,1.06,4794,80.62,1094,18.4,4883,82.12,4207,70.75,3415,57.43
2022 Quarter 2,Warren,POINT (-73.34873 41.74408),CT,1,0.74,108,80.12,6,4.45,105,77.89,116,86.05,60,44.51
2022 Quarter 4,Trumbull,POINT (-73.21967 41.23495),CT,26,0.7,2922,79.08,306,8.28,3478,94.13,3153,85.33,3153,85.33
2023 Quarter 2,Norwich,POINT (-72.07568 41.52676),CT,134,3.35,4263,106.54,1643,41.06,4136,103.36,3949,98.69,3695,92.34
2024 Quarter 2,Branford,POINT (-72.81344 41.28321),CT,42,1.49,3129,111.16,627,22.28,4651,165.23,3160,112.26,2054,72.97
2024 Quarter 3,Old Lyme,POINT (-72.33425 41.32392),CT,10,1.3,772,100.31,171,22.22,956,124.22,1051,136.56,492,63.93
2023 Quarter 3,Avon,POINT (-72.83009 41.81094),CT,12,0.64,999,52.94,100,5.3,1665,88.23,1744,92.42,828,43.88
2024 Quarter 4,New Milford,POINT (-73.41375 41.57871),CT,19,0.67,2805,99.2,413,14.61,2237,79.11,2705,95.66,1414,50.01
2024 Quarter 3,Prospect,POINT (-72.9779 41.50128),CT,12,1.27,996,105.07,133,14.03,990,104.44,808,85.24,514,54.23
2022 Quarter 1,Weston,POINT (-73.38307 41.22438),CT,3,0.29,527,50.87,58,5.6,865,83.49,1481,142.95,246,23.75
2022 Quarter 4,Plainfield,POINT (-71.91829 41.68003),CT,32,2.14,2088,139.58,527,35.23,1804,120.6,1353,90.45,1353,90.45
2023 Quarter 4,Vernon,POINT (-72.44806 41.86753),CT,36,1.18,3608,117.81,763,24.91,3602,117.62,2477,80.88,2305,75.27
2024 Quarter 1,Chaplin,POINT (-72.14367 41.75973),CT,8,3.71,267,123.84,67,31.08,219,101.58,259,120.13,175,81.17
2023 Quarter 3,Oxford,POINT (-73.12356 41.43916),CT,7,0.54,1347,104.09,191,14.76,1234,95.36,1113,86.01,633,48.91
2023 Quarter 3,Fairfield,POINT (-73.22871 41.16636),CT,29,0.46,3978,63.27,391,6.22,5304,84.36,6643,105.66,2245,35.71
2023 Quarter 3,Norfolk,POINT (-73.19827 41.99194),CT,1,0.63,153,95.98,23,14.43,162,101.63,108,67.75,105,65.87
2024 Quarter 4,Pomfret,POINT (-71.95854 41.89781),CT,0,0,247,57.27,45,10.43,342,79.3,542,125.67,217,50.31
2023 Quarter 4,East Windsor,POINT (-72.61661 41.92948),CT,5,0.45,639,57.18,137,12.26,553,49.48,347,31.05,385,34.45
2024 Quarter 3,Woodbridge,POINT (-73.01207 41.35443),CT,2,0.22,545,60.41,100,11.09,732,81.14,929,102.98,419,46.45
2023 Quarter 1,Essex,POINT (-72.39087 41.35324),CT,4,0.59,478,70.72,145,21.45,781,115.55,488,72.2,381,56.37
2023 Quarter 2,Sterling,POINT (-71.82867 41.70749),CT,2,0.56,370,103.44,135,37.74,277,77.44,387,108.19,195,54.51
2022 Quarter 3,Harwinton,POINT (-73.06991 41.76965),CT,4,0.73,560,101.67,85,15.43,585,106.21,396,71.9,306,55.56
2024 Quarter 1,Voluntown,POINT (-71.86749 41.57275),CT,2,0.77,321,123.84,58,22.38,278,107.25,299,115.35,208,80.25
2022 Quarter 1,Bethlehem,POINT (-73.20126 41.63979),CT,0,0,421,124.56,33,9.76,368,108.88,256,75.74,73,21.6
2024 Quarter 2,Hebron,POINT (-72.35799 41.66031),CT,10,1.1,728,79.82,158,17.32,913,100.1,862,94.51,472,51.75
2024 Quarter 1,Litchfield,POINT (-73.18895 41.74626),CT,7,0.85,797,96.27,85,10.27,862,104.12,782,94.46,517,62.45
2023 Quarter 3,Middletown,POINT (-72.64977 41.56268),CT,228,4.68,4665,95.73,1492,30.62,4879,100.13,3743,76.81,3312,67.97
2022 Quarter 2,Burlington,POINT (-72.96183 41.76759),CT,7,0.74,795,83.51,117,12.29,867,91.07,712,74.79,425,44.64
2024 Quarter 2,Waterford,POINT (-72.13852 41.34593),CT,16,0.82,2277,116.16,339,17.29,2600,132.63,2699,137.68,1422,72.54
2024 Quarter 2,Burlington,POINT (-72.96183 41.76759),CT,5,0.51,686,70.65,92,9.47,820,84.45,833,85.79,428,44.08
2023 Quarter 2,Winchester,POINT (-73.06812 41.92118),CT,19,1.86,1484,145.25,396,38.76,1501,146.91,983,96.21,894,87.5
2022 Quarter 3,Fairfield,POINT (-73.22871 41.16636),CT,28,0.45,3942,63.63,349,5.63,5302,85.59,6097,98.42,2133,34.43
2024 Quarter 4,Burlington,POINT (-72.96183 41.76759),CT,4,0.41,726,74.49,99,10.16,800,82.08,950,97.48,460,47.2
2022 Quarter 1,Glastonbury,POINT (-72.60499 41.71227),CT,20,0.57,2265,64.52,293,8.35,3136,89.32,2904,82.72,1452,41.36
2023 Quarter 3,Sharon,POINT (-73.47017 41.88513),CT,5,1.84,317,116.37,34,12.48,302,110.87,209,76.73,204,74.89
2024 Quarter 3,Columbia,POINT (-72.27429 41.71974),CT,10,1.9,497,94.34,106,20.12,627,119.02,593,112.57,309,58.66
2022 Quarter 3,Brooklyn,POINT (-71.94964 41.78716),CT,12,1.41,843,99.32,184,21.68,791,93.19,726,85.53,592,69.75
2022 Quarter 2,Andover,POINT (-72.38047 41.74159),CT,1,0.32,263,83.52,58,18.42,292,92.73,220,69.86,197,62.56
